Partida,Código ,Descripción,Ppto. Inicial,Ppto. Definitivo,Retenciones,Autorizado,Disponible,Dispuesto,Obligación,ME,Pago
1 02.480.01.334.00 2020,5624.0,Subv.Creacion Artistica,10000.0,10000.0,0.0,10240.0,-240.0,240.0,240.0,240.0,240.0
1 02.480.01.334.00 2019,6228.0,Subv.Creacion Artistica,0.0,10000.0,0.0,10000.0,0.0,10000.0,5000.0,5000.0,5000.0
1 02.480.01.334.00 2018,6227.0,Subv.Creacion Artistica,0.0,5725.0,0.0,3125.0,2600.0,3125.0,3125.0,3125.0,3125.0
1 02.480.01.335.10 2020,4550.0,Becas Euskaltegia,33500.0,33500.0,0.0,20186.48,13313.52,20186.48,20186.48,20186.48,20186.48
1 02.480.01.431.00 2020,6333.0,Subvenciones-Covid19-Microempresas,0.0,290000.0,0.0,208354.14,81645.86,203154.14,203154.14,203154.14,203154.14
1 02.480.01.920.30 2020,4561.0,Beca investigacion,8000.0,8000.0,0.0,8000.0,0.0,0.0,0.0,0.0,0.0
1 02.480.01.920.30 2019,6229.0,Beca investigacion,0.0,8000.0,0.0,8000.0,0.0,8000.0,4000.0,4000.0,4000.0
1 02.481.01.135.00 2020,4883.0,Convenio Asociación Dya,3500.0,3500.0,0.0,3500.0,0.0,3500.0,3500.0,3500.0,3500.0
1 02.481.01.231.01 2020,4551.0,Cuota.Euskal Fondoa,3621.0,3621.0,0.0,3933.08,-312.08,3933.08,3933.08,3933.08,3933.08
1 02.481.01.241.00 2020,6140.0,Subvencion nominativa KARABELEKO,12000.0,12000.0,0.0,12000.0,0.0,12000.0,7200.0,7200.0,7200.0
1 02.481.01.241.00 2019,6230.0,Conveio asociación Berriak,0.0,10800.0,0.0,10800.0,0.0,10800.0,10800.0,10800.0,10800.0
1 02.481.01.323.00 2020,4553.0,Subv.Actividades escolares,18400.0,18400.0,0.0,18386.65,13.35,18386.65,14709.32,14709.32,14549.6
1 02.481.01.323.00 2019,6231.0,Subv.Actividades escolares,0.0,3683.0,0.0,3683.0,0.0,3683.0,3683.0,3683.0,3645.0
1 02.481.01.334.00 2020,4555.0,Subv. Concurrencia,82000.0,82000.0,0.0,52000.0,30000.0,46514.61,27908.77,27908.77,27908.77
1 02.481.01.334.00 2019,6232.0,Subv. Concurrencia,0.0,13894.61,0.0,12636.39,1258.22,12636.39,12636.39,12636.39,12636.39
1 02.481.01.334.20 2020,4556.0,Convenio Musika Banda,83459.0,83459.0,0.0,83459.0,0.0,83459.0,83459.0,83459.0,83459.0
1 02.481.01.334.30 2020,4557.0,Convenio Txistulari Taldea,38813.0,38813.0,0.0,38813.0,0.0,38813.0,38813.0,38813.0,38813.0
1 02.481.01.335.00 2020,4558.0,Subvencion concurrencia,54000.0,54000.0,0.0,55735.5,-1735.5,55735.5,55735.5,55735.5,55735.5
1 02.481.01.335.00 2019,6233.0,Subvencion concurrencia,0.0,2074.2,0.0,440.1,1634.1,440.1,440.1,440.1,440.1
1 02.481.01.341.00 2020,4559.0,Subv.concurrencia,55000.0,55000.0,0.0,55000.0,0.0,0.0,0.0,0.0,0.0
1 02.481.01.341.00 2019,6234.0,Subv.concurrencia,0.0,55000.0,0.0,49685.69,5314.31,49685.69,49685.69,49685.69,49685.69
1 02.481.01.431.00 2020,4552.0,Conveio asociación Berriak,27000.0,27000.0,0.0,27000.0,0.0,27000.0,16200.0,16200.0,16200.0
1 02.481.02.172.20 2020,6141.0,Subvencion nominativa. ZERO ZABOR,8000.0,8000.0,0.0,0.0,8000.0,0.0,0.0,0.0,0.0
1 02.481.02.231.01 2020,4562.0,Subv.Cooperacion al Desarrollo,179622.0,179622.0,0.0,179622.0,0.0,0.0,0.0,0.0,0.0
1 02.481.02.231.01 2019,6237.0,Subv.ONG. Proyectos cooperación,0.0,172052.0,0.0,171848.48,203.52,171848.48,0.0,0.0,0.0
1 02.481.02.231.01 2018,6236.0,Subv.Tercer Mundo,0.0,164577.0,0.0,164577.0,0.0,164577.0,120769.25,120769.25,120769.25
1 02.481.02.231.01 2017,6235.0,TRANSFERENTZIA: HIRUGARREN MUNDUA,0.0,153581.0,0.0,153581.0,0.0,153581.0,153581.0,153581.0,153581.0
1 02.481.02.334.10 2020,4564.0,Subv.Concurrencia,120000.0,120000.0,0.0,75000.0,45000.0,25671.46,21637.17,21637.17,21637.17
1 02.481.02.334.10 2019,6238.0,Subv.Concurrencia,0.0,8493.26,0.0,5377.68,3115.58,5377.68,5377.68,5377.68,5377.68
1 02.481.02.335.00 2020,4565.0,Subvencion Directas,142200.0,142200.0,0.0,142200.0,0.0,136153.93,124315.5,124315.5,124315.5
1 02.481.02.335.00 2019,6239.0,Subvencion Directas,0.0,7798.75,0.0,7798.75,0.0,7798.75,7798.75,7798.75,7798.75
1 02.481.02.341.00 2020,5188.0,Subv. Eskola Kirola,55500.0,55500.0,0.0,55198.0,302.0,55198.0,15198.0,15198.0,15198.0
1 02.481.02.341.00 2019,6240.0,Subv. Eskola Kirola,0.0,31500.0,0.0,31500.0,0.0,31500.0,31500.0,31500.0,31500.0
1 02.481.02.431.00 2020,6334.0,Bonos-consumo-Covid19,0.0,250000.0,0.0,222981.1,27018.9,222981.1,222981.1,222981.1,222981.1
1 02.481.03.231.01 2020,4885.0,Proyectos Euskal Fondoa,53653.0,53653.0,0.0,53653.0,0.0,53653.0,53653.0,53653.0,53653.0
1 02.481.03.231.02 2020,4568.0,Convenio Asociacion Amher,65000.0,65000.0,0.0,65000.0,0.0,65000.0,65000.0,65000.0,65000.0
1 02.481.03.231.09 2020,5894.0,Convenio asociacion Fiare,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0
1 02.481.03.341.00 2020,4569.0,Subv. Club-deporte,80000.0,80000.0,0.0,76739.0,3261.0,76739.0,75411.0,75411.0,75411.0
1 02.481.04.341.00 2020,4571.0,Subv.concurrencia deporte,6000.0,6000.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0
1 02.481.04.341.00 2019,6241.0,Subv.concurrencia deporte,0.0,4544.0,0.0,4544.0,0.0,4544.0,4544.0,4544.0,4544.0
1 02.481.05.924.00 2020,4572.0,Subvencion. Auzolan,25000.0,25000.0,0.0,665.5,24334.5,665.5,0.0,0.0,0.0
1 02.481.05.924.00 2019,6243.0,Subvencion. Auzolan,0.0,160.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0
1 02.481.05.924.00 2018,6242.0,Subvencion. Auzolan,0.0,487.29,0.0,0.0,487.29,0.0,0.0,0.0,0.0
1 02.500.01.929.00 2020,4509.0,Credito Global-Corriente,199384.0,159384.0,0.0,0.0,159384.0,0.0,0.0,0.0,0.0
1 02.500.03.929.00 2020,5896.0,Credito Global-Valoracion puestos,655000.0,15000.0,0.0,0.0,15000.0,0.0,0.0,0.0,0.0
1 02.500.04.929.00 2020,5844.0,Credito Global-Inversiones,254285.0,155050.0,0.0,0.0,155050.0,0.0,0.0,0.0,0.0
1 02.600.01.414.00 2020,6142.0,Compra terrenos,30000.0,30000.0,0.0,30000.0,0.0,0.0,0.0,0.0,0.0
1 02.600.01.414.00 2019,6244.0,compra terrenos,0.0,50000.0,0.0,50000.0,0.0,0.0,0.0,0.0,0.0
1 02.601.01.151.10 2019,6326.0,Bidegorri Sorgintxulo-Latsunbe,0.0,150000.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0
1 02.601.01.151.20 2019,6246.0,Galarreta-Sistema General,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 02.601.01.151.20 2018,6245.0,Galarreta-Sistema General,0.0,727061.0,0.0,727061.0,0.0,65340.0,0.0,0.0,0.0
1 02.601.02.151.10 2019,6250.0,Recuperacion cantera,0.0,31363.2,0.0,31363.2,0.0,31363.2,13455.2,13455.2,13455.2
1 02.601.02.151.10 2018,6249.0,Peatonalizacion Urbieta,0.0,250000.0,0.0,250000.0,0.0,6606.6,847.0,847.0,847.0
1 02.601.02.151.10 2016,6248.0,LANDARE POLIGONO BIDEA,0.0,396768.62,0.0,396768.62,0.0,9028.57,9028.57,9028.57,9028.57
1 02.601.02.151.10 2015,6247.0,URBANIZAZIO EJEKUZIO DIFERITUAK-2015,0.0,40727.43,0.0,40727.43,0.0,0.0,0.0,0.0,0.0
1 02.601.03.151.10 2019,6327.0,Lizeaga-Magdalena-urbanizazioa,0.0,160000.0,0.0,160000.0,0.0,9982.5,0.0,0.0,0.0
1 02.601.03.151.10 2018,6251.0,Urbanizacion.PortuElizatxo,0.0,137652.3,0.0,137652.3,0.0,493.13,493.13,493.13,493.13
1 02.601.04.151.10 2018,6252.0,Otras Urbanizaciones,0.0,20000.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0
1 02.601.11.151.10 2018,6253.0,AZPIEGITURAK ETA URBANIZAZIOAK,0.0,11647.46,0.0,11647.46,0.0,11647.46,11647.46,11647.46,11647.46
1 02.601.14.151.10 2017,6254.0,URBIETA KALEA PEATONALIZAZIOA,0.0,5929.0,0.0,5929.0,0.0,5929.0,2178.0,2178.0,2178.0
1 02.601.15.151.10 2018,6255.0,Rampa Acceso Laiztiaga,0.0,106272.17,0.0,106272.17,0.0,106272.17,106272.17,106272.17,106272.17
1 02.601.16.151.10 2018,6325.0,Tanque saneamiento-Akarregi,0.0,162000.0,0.0,162000.0,0.0,0.0,0.0,0.0,0.0
1 02.609.01.334.00 2018,6256.0,Cierre Atsegindegi,0.0,378002.82,0.0,378002.82,0.0,378002.82,378002.82,378002.82,378002.82
1 02.622.01.151.10 2017,6257.0,ITURMENDI ETXEBIZITZA DOTAZIONALAK,0.0,263294.17,0.0,217919.36,45374.81,217919.36,217919.36,217919.36,217919.36
1 02.622.01.333.00 2018,6258.0,Biteri-reforma,0.0,108562.51,0.0,108272.64,289.87,108272.64,108272.64,108272.64,108272.64
1 02.622.02.231.00 2017,6259.0,EDIFICIO PLAZA FEMINISTA,0.0,727077.11,0.0,727077.11,0.0,678689.96,585694.38,585694.38,585694.38
1 02.622.02.334.00 2018,6260.0,Sandiusterri-reforma,0.0,745934.4,0.0,745934.4,0.0,52030.0,26015.0,26015.0,26015.0
1 02.622.02.432.00 2020,5631.0,Obras oficina Turismo,70000.0,70000.0,0.0,70000.0,0.0,0.0,0.0,0.0,0.0
1 02.622.02.933.00 2018,6261.0,Compra local,0.0,150000.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0
1 02.622.03.334.00 2018,6262.0,Milagrosa reforma,0.0,70000.0,0.0,70000.0,0.0,29730.5,17476.27,17476.27,17476.27
1 02.622.04.334.00 2018,6263.0,AveMaria reforma,0.0,783519.9,0.0,783519.9,0.0,0.0,0.0,0.0,0.0
1 02.623.01.162.10 2019,6265.0,Camion-organico,0.0,125114.0,0.0,125114.0,0.0,125114.0,0.0,0.0,0.0
1 02.623.01.162.10 2017,6264.0,MAKINARIA-BARREDORA,0.0,148262.0,0.0,148262.0,0.0,0.0,0.0,0.0,0.0
1 02.623.01.342.00 2017,6266.0,SISTEMA AIRE.KIROLDEGIA,0.0,254238.06,0.0,254238.06,0.0,252294.68,96454.03,96454.03,96454.03
1 02.623.02.172.40 2020,6143.0,Plan Energia. Inversiones,75000.0,75000.0,0.0,52889.0,22111.0,52887.99,13222.0,13222.0,13222.0
1 02.623.02.172.40 2019,6267.0,Plan Energia. Inversiones,0.0,15889.51,0.0,15497.74,391.77,15497.74,15497.74,15497.74,15497.74
1 02.624.01.132.00 2019,6268.0,Vehiculo eléctrico.Guardia Municipal,0.0,15000.0,0.0,0.0,15000.0,0.0,0.0,0.0,0.0
1 02.624.01.414.00 2019,6269.0,Vehiculo Guarda Rural,0.0,2528.9,0.0,2528.9,0.0,2528.9,2528.9,2528.9,2528.9
1 02.625.01.231.00 2019,6270.0,Mobiliario-Emakumearen etxea,0.0,160000.0,0.0,160000.0,0.0,39220.48,33104.83,33104.83,33104.83
1 02.625.01.332.10 2019,6271.0,Equipamiento,0.0,36789.2,0.0,36660.58,128.62,36660.58,36660.58,36660.58,36660.58
1 02.625.01.920.00 2020,4887.0,Mobiliario,3000.0,3000.0,0.0,4069.66,-1069.66,4069.66,4069.66,4069.66,4069.66
1 02.626.01.231.03 2020,6144.0,Gaztelekua-remodelacion,20000.0,20000.0,0.0,19441.74,558.26,19441.74,19319.3,19319.3,19319.3
1 02.626.01.333.00 2019,6272.0,Biteri-reforma,0.0,204051.38,0.0,204051.38,0.0,25639.63,22312.13,22312.13,22312.13
1 02.626.01.920.20 2020,4580.0,Equipos informatica,25000.0,25000.0,0.0,36036.01,-11036.01,36036.01,36036.01,36036.01,36036.01
1 02.626.01.920.20 2019,6274.0,Equipos informatica,0.0,676.0,0.0,0.0,676.0,0.0,0.0,0.0,0.0
1 02.626.01.920.20 2018,6273.0,Equipos informatica,0.0,8592.27,0.0,0.0,8592.27,0.0,0.0,0.0,0.0
1 02.628.01.332.10 2020,4581.0,Fondos bibliográficos,44000.0,44000.0,0.0,33652.79,10347.21,33652.79,33652.79,33652.79,33652.79
1 02.629.01.342.00 2020,5901.0,Otras inversiones Kiroldegia,58000.0,58000.0,0.0,56612.72,1387.28,56612.72,50033.95,50033.95,50033.95
1 02.629.01.342.00 2019,6275.0,Otras inversiones Kiroldegia,0.0,105282.98,0.0,59524.29,45758.69,54524.29,24759.81,24759.81,24759.81
1 02.629.01.342.01 2020,5902.0,Inversiones-piscina exterior,128000.0,128000.0,0.0,8474.84,119525.16,8474.84,8474.84,8474.84,8474.84
1 02.629.01.342.02 2020,6145.0,Zubipe,9500.0,9500.0,0.0,7008.27,2491.73,7008.27,0.0,0.0,0.0
1 02.643.01.151.10 2018,6277.0,Planeamiento.Vision genero.,0.0,50000.0,0.0,50000.0,0.0,0.0,0.0,0.0,0.0
1 02.643.01.151.10 2017,6276.0,PROIEKTUAK: HIRIGINTZA,0.0,52272.0,0.0,52272.0,0.0,52272.0,5227.2,5227.2,5227.2
1 02.643.02.151.10 2020,6146.0,Proyectos técnicos,158000.0,158000.0,0.0,126045.7,31954.3,59495.7,21280.88,21280.88,21280.88
1 02.643.03.151.10 2020,6147.0,Bajada Apeadero-Proyecto,30000.0,30000.0,0.0,40000.0,-10000.0,0.0,0.0,0.0,0.0
1 02.644.02.920.20 2018,6278.0,Paneles informativos,0.0,7622.5,0.0,0.0,7622.5,0.0,0.0,0.0,0.0
1 02.823.01.931.00 2020,4588.0,Anticipos personal,10000.0,10000.0,0.0,2000.0,8000.0,2000.0,2000.0,2000.0,2000.0
1 02.933.01.011.00 2020,4589.0,Amortizacion prestamo,366000.0,724350.0,0.0,723588.88,761.12,723588.88,723588.88,723588.88,723588.88
1 05.200.02.133.00 2020,4591.0,Adif-terrenos,1050.0,1050.0,0.0,1041.6,8.4,1041.6,1041.6,1041.6,1041.6
1 05.210.01.153.20 2020,4592.0,Mantenimiento,175000.0,175000.0,0.0,183142.07,-8142.07,183142.07,106989.62,106989.62,105588.29
1 05.210.01.153.20 2019,6279.0,Mantenimiento,0.0,5775.03,0.0,5775.03,0.0,5775.03,5775.03,5775.03,5775.03
1 05.210.01.153.70 2020,4593.0,Mantenimiento caminos rurales,15000.0,15000.0,0.0,17753.34,-2753.34,17753.34,16664.34,16664.34,16664.34
1 05.210.01.153.70 2019,6281.0,Mantenimiento caminos rurales,0.0,350.9,0.0,0.0,350.9,0.0,0.0,0.0,0.0
1 05.210.01.153.70 2018,6280.0,Mantenimiento caminos rurales,0.0,5949.9,0.0,5925.61,24.29,5925.61,5925.61,5925.61,5925.61
1 05.210.01.160.00 2020,4594.0,Mantenimiento sistema saneamiento,60000.0,60000.0,0.0,28394.66,31605.34,28394.66,26252.66,26252.66,26252.66
1 05.210.01.160.00 2019,6282.0,Mantenimiento sistema saneamiento,0.0,13998.6,0.0,13259.6,739.0,13259.6,4265.0,4265.0,4265.0
1 05.210.01.161.00 2020,4595.0,Mantenimiento sistema aguas,100000.0,100000.0,0.0,96949.91,3050.09,35057.39,31338.96,31338.96,31338.96
1 05.210.01.161.00 2019,6283.0,Mantenimiento sistema aguas,0.0,10147.52,0.0,6914.53,3232.99,6914.53,5114.53,5114.53,5114.53
1 05.210.01.165.00 2020,4596.0,Alumbrado público,80000.0,80000.0,0.0,47007.58,32992.42,47007.58,29816.12,29816.12,29816.12
1 05.210.01.165.00 2019,6284.0,Alumbrado público,0.0,5030.58,0.0,4667.58,363.0,4667.58,4667.58,4667.58,4667.58
1 05.210.01.171.00 2020,4597.0,Mantenimiento Parque y jardines,35000.0,35000.0,0.0,35224.85,-224.85,35224.85,30188.85,30188.85,22535.96
1 05.211.01.132.00 2020,4599.0,Mantenimiento,1000.0,1000.0,0.0,211.83,788.17,211.83,211.83,211.83,211.83
1 05.211.01.153.40 2020,4600.0,Mantenimiento,4000.0,4000.0,0.0,9633.96,-5633.96,9633.96,9633.96,9633.96,9507.77
1 05.211.01.164.00 2020,4601.0,Mantenimiento cementrio,9000.0,9000.0,0.0,10757.19,-1757.19,10757.19,10757.19,10757.19,10601.87
1 05.211.01.241.00 2020,5632.0,mantenimiento edificio,1000.0,1000.0,0.0,5133.66,-4133.66,5133.66,5133.66,5133.66,5133.66
1 05.211.01.311.01 2020,4602.0,Mantenimiento WC,2000.0,2000.0,0.0,1118.13,881.87,1118.13,1118.13,1118.13,1118.13
1 05.211.01.323.10 2020,4603.0,Mantenimiento centros escolares,50000.0,50000.0,0.0,62496.33,-12496.33,62496.33,56622.99,56622.99,54852.25
1 05.211.01.323.10 2018,6286.0,Mantenimiento centros escolares,0.0,5082.0,0.0,0.0,5082.0,0.0,0.0,0.0,0.0
1 05.211.01.323.10 2017,6285.0,MANTEN.ERAIKINAK:IKASTETXEAK,0.0,2178.0,0.0,2178.0,0.0,2178.0,0.0,0.0,0.0
1 05.211.01.323.30 2020,4604.0,Mantenimiento Haur eskola,4000.0,4000.0,0.0,3412.16,587.84,3412.16,3412.16,3412.16,3412.16
1 05.211.01.326.01 2020,4605.0,Mantenimiento Musika Eskola,1000.0,1000.0,0.0,2036.99,-1036.99,2036.99,2036.99,2036.99,2036.99
1 05.211.01.326.03 2020,4606.0,Mantenimiento,1000.0,1000.0,0.0,186.8,813.2,186.8,186.8,186.8,186.8
1 05.211.01.333.00 2020,6148.0,Mantenimiento Kultur Etxea,9000.0,9000.0,0.0,8660.01,339.99,8660.01,7732.3,7732.3,7732.3
1 05.211.01.335.10 2020,5194.0,Mantenimiento Euskaltegia,1000.0,1000.0,0.0,904.91,95.09,904.91,904.91,904.91,859.68
1 05.211.01.920.02 2020,4609.0,Mantenimiento Edificios,130000.0,130000.0,0.0,142529.27,-12529.27,142529.27,135312.59,135312.59,132432.79
1 05.211.01.920.02 2019,6287.0,Mantenimiento Edificios,0.0,13382.6,0.0,13382.6,0.0,13382.6,13382.6,13382.6,13382.6
1 05.211.01.929.10 2020,4610.0,Mantenimiento Juzgado,1000.0,1000.0,0.0,604.12,395.88,604.12,604.12,604.12,604.12
1 05.212.01.133.00 2020,4611.0,Mantenimiento semaforos,4000.0,4000.0,0.0,5420.29,-1420.29,5420.29,5420.29,5420.29,5420.29
1 05.212.01.133.00 2019,6288.0,Mantenimiento semaforos,0.0,544.5,0.0,544.5,0.0,544.5,544.5,544.5,544.5
1 05.212.01.153.40 2020,4613.0,Maquinaria,3000.0,3000.0,0.0,6713.32,-3713.32,6713.32,6713.32,6713.32,6606.5
1 05.212.01.241.00 2020,5633.0,maquinaria edificio,1000.0,1000.0,0.0,1013.98,-13.98,1013.98,1013.98,1013.98,1013.98
1 05.212.01.323.10 2020,4614.0,Mantenimiento centros escolares,25000.0,25000.0,0.0,16264.24,8735.76,16264.24,16264.24,16264.24,16264.24
1 05.212.01.323.30 2020,4615.0,Mantenimiento Haur eskola,5000.0,5000.0,0.0,3183.52,1816.48,3183.52,2061.85,2061.85,2061.85
1 05.212.01.326.01 2020,4616.0,Mantenimiento Musika Eskola,3000.0,3000.0,0.0,2956.78,43.22,2956.78,2956.78,2956.78,2956.78
1 05.212.01.326.03 2020,4617.0,Mantenimiento Epa,2000.0,2000.0,0.0,1627.07,372.93,1627.07,1627.07,1627.07,1627.07
1 05.212.01.333.00 2020,4618.0,Mantenimiento Kultur Etxea,8000.0,8000.0,0.0,5593.36,2406.64,5593.36,3719.6,3719.6,3719.6
1 05.212.01.335.10 2020,5195.0,Mantenimiento Euskaltegia,1500.0,1500.0,0.0,1309.8,190.2,1309.8,1309.8,1309.8,1309.8
1 05.212.01.920.02 2020,4621.0,Mantenimiento Edificios,25000.0,25000.0,0.0,65146.77,-40146.77,65146.77,49086.39,49086.39,49086.39
1 05.212.01.929.10 2020,4622.0,Mantenimiento Juzgado,1500.0,1500.0,0.0,323.07,1176.93,323.07,323.07,323.07,323.07
1 05.213.01.153.40 2020,4623.0,Mant vehiculo,10000.0,10000.0,0.0,13575.95,-3575.95,13575.95,13575.95,13575.95,13575.95
1 05.213.01.161.00 2020,4624.0,vehiculos,3500.0,3500.0,0.0,4259.86,-759.86,4259.86,4259.86,4259.86,4259.86
1 05.213.01.165.00 2020,4625.0,vehiculos,2000.0,2000.0,0.0,1970.75,29.25,1970.75,1970.75,1970.75,1970.75
1 05.213.01.323.10 2020,4626.0,Mantenimiento centros escolares,2000.0,2000.0,0.0,397.29,1602.71,397.29,397.29,397.29,397.29
1 05.221.01.132.00 2020,5634.0,electricidad Udaltzaingoa,4500.0,4500.0,0.0,4197.91,302.09,4197.91,4197.91,4197.91,4197.91
1 05.221.01.161.00 2020,4631.0,Energia electrica,29000.0,29000.0,0.0,21581.05,7418.95,21581.05,21581.05,21581.05,21581.05
1 05.221.01.164.00 2020,5659.0,ELEKTRIZITATEA.HILERRIA,1000.0,1000.0,0.0,803.05,196.95,803.05,803.05,803.05,803.05
1 05.221.01.165.00 2020,4632.0,Gasto electricidad,270000.0,270000.0,0.0,204663.2,65336.8,204663.2,204663.2,204663.2,204663.2
1 05.221.01.241.00 2020,5635.0,electricidad Gabriel Zelaia,2000.0,2000.0,0.0,2393.48,-393.48,2393.48,2393.48,2393.48,2393.48
1 05.221.01.323.10 2020,5197.0,Electricidad,58000.0,58000.0,0.0,38275.14,19724.86,38275.14,38275.14,38275.14,38275.14
1 05.221.01.323.30 2020,5198.0,Electricidad,6600.0,6600.0,0.0,7357.67,-757.67,7357.67,7357.67,7357.67,7357.67
1 05.221.01.324.10 2020,5199.0,Electricidad,6100.0,6100.0,0.0,3726.17,2373.83,3726.17,3726.17,3726.17,3726.17
1 05.221.01.326.01 2020,5200.0,Electricidad,2700.0,2700.0,0.0,2173.65,526.35,2173.65,2173.65,2173.65,2173.65
1 05.221.01.326.03 2020,5201.0,Electricidad,2700.0,2700.0,0.0,1937.67,762.33,1937.67,1937.67,1937.67,1937.67
1 05.221.01.333.00 2020,5202.0,Electricidad,19465.0,19465.0,0.0,11135.08,8329.92,11135.08,11135.08,11135.08,11135.08
1 05.221.01.335.10 2020,5203.0,Electricidad,1785.0,1785.0,0.0,1395.25,389.75,1395.25,1395.25,1395.25,1395.25
1 05.221.01.342.00 2020,5204.0,Electricidad,120000.0,120000.0,0.0,83904.33,36095.67,83904.33,83904.33,83904.33,83904.33
1 05.221.01.342.01 2020,5205.0,Electricidad,31725.0,31725.0,0.0,18769.4,12955.6,18769.4,18769.4,18769.4,18769.4
1 05.221.01.342.09 2020,5661.0,ELEKTRIZITATEA. BESTE KIROL ERAIKUNTZAK,2000.0,2000.0,0.0,1224.02,775.98,1224.02,1224.02,1224.02,1224.02
1 05.221.01.920.02 2020,4633.0,Electricidad,79000.0,79000.0,0.0,56364.93,22635.07,56364.93,56364.93,56364.93,56364.93
1 05.221.01.929.10 2020,5206.0,Electricidad,3700.0,3700.0,0.0,3653.37,46.63,3653.37,3653.37,3653.37,3653.37
1 05.221.02.160.00 2020,4634.0,Saneamiento Añarbe,555000.0,555000.0,0.0,594673.91,-39673.91,594673.91,594673.91,594673.91,594673.91
1 05.221.02.161.00 2020,4635.0,Abastecimiento-Añarbe,442000.0,442000.0,0.0,458091.88,-16091.88,458091.88,458091.88,458091.88,458091.88
1 05.221.03.241.00 2020,5636.0,Gas. Gabriel Zelaia,6500.0,6500.0,0.0,2007.06,4492.94,2007.06,2007.06,2007.06,1099.44
1 05.221.03.323.10 2020,5208.0,Gas,49500.0,49500.0,0.0,35004.35,14495.65,35004.35,35004.35,35004.35,34307.05
1 05.221.03.323.30 2020,5209.0,Gas,7500.0,7500.0,0.0,2317.19,5182.81,2317.19,2317.19,2317.19,2317.19
1 05.221.03.324.10 2020,5210.0,Gas,500.0,500.0,0.0,214.92,285.08,214.92,214.92,214.92,214.92
1 05.221.03.326.01 2020,5211.0,Gas,1500.0,1500.0,0.0,1179.52,320.48,1179.52,1179.52,1179.52,1179.52
1 05.221.03.326.03 2020,5212.0,Gas,2000.0,2000.0,0.0,2017.12,-17.12,2017.12,2017.12,2017.12,2017.12
1 05.221.03.333.00 2020,5213.0,Gas,12000.0,12000.0,0.0,8046.61,3953.39,8046.61,8046.61,8046.61,8046.61
1 05.221.03.335.10 2020,5214.0,Gas,2400.0,2400.0,0.0,1290.0,1110.0,1290.0,1290.0,1290.0,1290.0
1 05.221.03.342.00 2020,5215.0,Gas,6000.0,6000.0,0.0,1456.46,4543.54,1456.46,1456.46,1456.46,1456.46
1 05.221.03.342.09 2020,5660.0,GASA. BESTE KIROL ERAIKUNTZAK,2500.0,2500.0,0.0,511.23,1988.77,511.23,511.23,511.23,511.23
1 05.221.03.920.02 2020,4636.0,Gas,27000.0,27000.0,0.0,21828.73,5171.27,21828.73,21828.73,21828.73,21209.18
1 05.221.04.153.40 2020,4637.0,Combustible,9500.0,9500.0,0.0,5575.06,3924.94,5575.06,5575.06,5575.06,5575.06
1 05.221.04.161.00 2020,4638.0,Combustible,3000.0,3000.0,0.0,1308.64,1691.36,1308.64,1308.64,1308.64,1308.64
1 05.221.04.165.00 2020,4639.0,combustible,2000.0,2000.0,0.0,765.41,1234.59,765.41,765.41,765.41,765.41
1 05.221.04.323.10 2020,4640.0,Gas,900.0,900.0,0.0,445.72,454.28,445.72,445.72,445.72,445.72
1 05.221.04.342.00 2020,5218.0,Gas,25000.0,25000.0,0.0,15173.4,9826.6,15173.4,15173.4,15173.4,15173.4
1 05.221.09.323.10 2020,5220.0,Productos,5500.0,5500.0,0.0,9946.91,-4446.91,9946.91,9946.91,9946.91,9946.91
1 05.221.09.323.30 2020,5221.0,Productos,500.0,500.0,0.0,230.38,269.62,230.38,230.38,230.38,230.38
1 05.221.09.324.10 2020,5222.0,Productos,500.0,500.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0
1 05.221.09.326.01 2020,5223.0,Productos,500.0,500.0,0.0,561.38,-61.38,561.38,561.38,561.38,561.38
1 05.221.09.326.03 2020,5224.0,Productos,250.0,250.0,0.0,221.83,28.17,221.83,221.83,221.83,221.83
1 05.221.09.333.00 2020,5225.0,Productos,1250.0,1250.0,0.0,856.36,393.64,856.36,856.36,856.36,856.36
1 05.221.09.335.10 2020,5226.0,Productos,500.0,500.0,0.0,232.5,267.5,232.5,232.5,232.5,232.5
1 05.221.09.342.00 2020,5227.0,Productos,3000.0,3000.0,0.0,1267.16,1732.84,1267.16,1267.16,1267.16,1267.16
1 05.221.09.342.01 2020,5228.0,Productos,500.0,500.0,0.0,640.79,-140.79,640.79,640.79,640.79,640.79
1 05.221.09.920.02 2020,4643.0,Productos,3500.0,3500.0,0.0,2917.15,582.85,2917.15,2917.15,2917.15,2917.15
1 05.221.11.153.40 2020,4645.0,Herramientas,4000.0,4000.0,0.0,676.77,3323.23,676.77,676.77,676.77,676.77
1 05.221.11.161.00 2020,4646.0,Herramientas,2000.0,2000.0,0.0,431.3,1568.7,431.3,431.3,431.3,431.3
