Partida,Código interno,Descripción,Año,Pto inicial,Oblig. recon.
1 05.227.99.311.01 2018 (4669),4669,Limpieza WC,2018,29700.0,29695.44
1 05.421.01.162.20 2018 (5642),5642,Aportacion SanMarcos,2018,252000.0,250099.78
1 05.422.01.441.10 2018 (4672),4672,Aportacion. Autoridad Transporte,2018,5000.0,4391.0
1 05.422.02.414.00 2018 (4673),4673,Aportacion. Asociacion Behemendi,2018,30000.0,25183.6
1 05.471.01.441.10 2018 (4674),4674,Concesion servicio Hiribusa,2018,77896.0,77896.0
1 05.601.01.134.00 2018 (4676),4676,Obras accesibilidad,2018,30000.0,1010.24
1 05.601.01.153.20 2018 (4675),4675,Asfaltado,2018,85000.0,0.0
1 05.601.01.153.70 2018 (4891),4891,Inversiones caminos rurales,2018,30000.0,118862.71
1 05.601.02.153.30 2018 (5643),5643,Urbanizacion. MañeFlaquer,2018,100000.0,574.75
1 05.601.03.151.10 2018 (5644),5644,Urbanizacion.PortuElizatxo,2018,125000.0,1778.7
1 05.601.04.151.10 2018 (5645),5645,Otras Urbanizaciones,2018,20000.0,0.0
1 05.601.05.153.30 2018 (4677),4677,Urbanizacion. Sagastialde,2018,53000.0,6098.4
1 05.609.01.171.00 2018 (5239),5239,Mejora jardineria,2018,45000.0,6025.81
1 05.609.03.153.30 2018 (5242),5242,Mobiliario urbano,2018,45000.0,5261.05
1 05.609.04.153.30 2018 (5646),5646,Markesinak,2018,30000.0,0.0
1 05.622.01.323.10 2018 (4892),4892,Inverciones centros escolares,2018,153000.0,134830.35
1 05.622.01.920.02 2018 (4681),4681,Edificios municipales,2018,80000.0,15845.89
1 05.623.01.160.00 2018 (5245),5245,Saneamiento inversiones,2018,45350.0,770.0
1 05.623.01.164.00 2018 (5246),5246,Mejoras cementerio,2018,79000.0,0.0
1 05.623.01.241.00 2018 (5647),5647,Gabriel Zelaia-Instalaciones,2018,28000.0,3433.98
1 05.623.02.161.00 2018 (4683),4683,Inversiones-sistema aguas,2018,50000.0,8337.93
1 05.623.02.165.00 2018 (4684),4684,Mejoras alumbrado público,2018,30000.0,0.0
1 05.624.01.153.40 2018 (5648),5648,Camion Brigada Obras,2018,90000.0,0.0
1 09.601.01.342.09 2018 (5649),5649,he-6-entorno pista atl,2018,17000.0,0.0
1 09.601.01.924.10 2018 (5650),5650,Inversiones,2018,2300.0,0.0
1 09.609.01.133.00 2018 (5651),5651,he-10-aparcamient,2018,700.0,0.0
1 09.609.01.153.30 2018 (5254),5254,he-4-columpios,2018,10000.0,0.0
1 09.609.01.172.20 2018 (5652),5652,he-5-papeleras,2018,5000.0,4942.85
1 09.609.02.153.30 2018 (4903),4903,he-9-bancos,2018,15000.0,0.0
1 09.622.02.342.09 2018 (5653),5653,HE1-Pista atletismo,2018,165000.0,0.0
1 09.622.02.920.02 2018 (5654),5654,he-8-ahorro energia,2018,150000.0,5003.35
1 09.623.03.165.00 2018 (5655),5655,he-2-camino Ergobia IbaiOndo,2018,15000.0,0.0
1 09.623.04.165.00 2018 (5656),5656,he-3-alumbrado,2018,100000.0,0.0
1 09.643.03.151.10 2018 (5657),5657,he-7-Proyecto cantera,2018,20000.0,13158.75
